,centroid_x,centroid_y,members
23,180,545,"[array([180, 543, 2364, 'AP2AR3I6ZWUOP'], dtype=object), array([176, 541, 937, 'ATIGCUKIPNWG0'], dtype=object), array([176, 547, 964, 'A3BETRYEHTABOW'], dtype=object), array([180, 547, 930, 'ATRF28UBVVCWE'], dtype=object), array([178, 547, 3682, 'A32NWSI7SGQSFW'], dtype=object), array([176, 543, 1497, 'ATV6ICKU8U99L'], dtype=object), array([180, 543, 1379, 'A3CSY75LCJCNOI'], dtype=object), array([180, 545, 0, 'A2D7SD76AM3Y9C'], dtype=object), array([178, 543, 2953, 'A1R907HJF0EC78'], dtype=object), array([182, 545, 1442, 'A3KQYK3Q08ONN9'], dtype=object), array([182, 543, 912, 'A13YH9YNHZXBJE'], dtype=object), array([176, 551, 418, 'A301X9EE0SXTYL'], dtype=object), array([184, 553, 999, 'AW5CAVAQBYOLE'], dtype=object), array([182, 543, 832, 'A3SLBRRH6YEVCB'], dtype=object), array([178, 543, 1765, 'A1N4TYRLJ26DB9'], dtype=object), array([180, 543, 2655, 'A2LXH22NMQ1ECA'], dtype=object), array([180, 543, 2045, 'A2Z8V601LQT1KU'], dtype=object), array([176, 541, 789, 'A2S9ZPD18SZND7'], dtype=object)]"
24,268,492,"[array([268, 489, 1482, 'AP2AR3I6ZWUOP'], dtype=object), array([266, 494, 785, 'ATIGCUKIPNWG0'], dtype=object), array([272, 494, 1157, 'A3BETRYEHTABOW'], dtype=object), array([258, 498, 1373, 'A3BETRYEHTABOW'], dtype=object), array([272, 492, 780, 'ATV6ICKU8U99L'], dtype=object), array([270, 492, 1861, 'A3CSY75LCJCNOI'], dtype=object), array([268, 492, 2002, 'A2D7SD76AM3Y9C'], dtype=object), array([262, 492, 1691, 'A1R907HJF0EC78'], dtype=object), array([274, 494, 5004, 'A3KQYK3Q08ONN9'], dtype=object), array([274, 496, 1161, 'A3SLBRRH6YEVCB'], dtype=object), array([266, 489, 1669, 'A1N4TYRLJ26DB9'], dtype=object), array([270, 492, 1718, 'A2LXH22NMQ1ECA'], dtype=object), array([268, 492, 2921, 'A2Z8V601LQT1KU'], dtype=object), array([266, 492, 1473, 'A3AF8RFF1R9EBY'], dtype=object), array([270, 494, 983, 'A2S9ZPD18SZND7'], dtype=object)]"
25,352,662,"[array([352, 657, 1434, 'AP2AR3I6ZWUOP'], dtype=object), array([350, 664, 984, 'ATIGCUKIPNWG0'], dtype=object), array([354, 662, 1703, 'A1TK0ZMZ571GG0'], dtype=object), array([350, 664, 1068, 'A3BETRYEHTABOW'], dtype=object), array([354, 657, 857, 'ATRF28UBVVCWE'], dtype=object), array([354, 662, 1782, 'ATV6ICKU8U99L'], dtype=object), array([352, 664, 2856, 'A3CSY75LCJCNOI'], dtype=object), array([352, 662, 1321, 'A2D7SD76AM3Y9C'], dtype=object), array([348, 657, 739, 'A10XK1PCN65URM'], dtype=object), array([350, 662, 2222, 'A1R907HJF0EC78'], dtype=object), array([350, 662, 1117, 'A13YH9YNHZXBJE'], dtype=object), array([350, 659, 961, 'A1N4TYRLJ26DB9'], dtype=object), array([354, 662, 1792, 'A2LXH22NMQ1ECA'], dtype=object), array([352, 662, 785, 'A3AF8RFF1R9EBY'], dtype=object)]"
26,532,117,"[array([528, 117, 2090, 'A1TK0ZMZ571GG0'], dtype=object), array([532, 117, 1758, 'ATRF28UBVVCWE'], dtype=object), array([532, 119, 1128, 'ATV6ICKU8U99L'], dtype=object), array([528, 117, 1629, 'ASI6KXF2GAUTQ'], dtype=object), array([532, 119, 1521, 'A3CSY75LCJCNOI'], dtype=object), array([539, 115, 1049, 'A1WAGM4T963MTF'], dtype=object), array([532, 117, 1032, 'A2D7SD76AM3Y9C'], dtype=object), array([530, 113, 914, 'A301X9EE0SXTYL'], dtype=object), array([532, 106, 648, 'AW5CAVAQBYOLE'], dtype=object), array([532, 119, 1873, 'A2LXH22NMQ1ECA'], dtype=object), array([530, 119, 977, 'A3AF8RFF1R9EBY'], dtype=object)]"
27,606,180,"[array([604, 178, 2548, 'AP2AR3I6ZWUOP'], dtype=object), array([602, 182, 1696, 'ATIGCUKIPNWG0'], dtype=object), array([602, 182, 1367, 'A1TK0ZMZ571GG0'], dtype=object), array([608, 172, 1733, 'A32NWSI7SGQSFW'], dtype=object), array([606, 182, 747, 'ATV6ICKU8U99L'], dtype=object), array([602, 182, 1537, 'ASI6KXF2GAUTQ'], dtype=object), array([606, 180, 1712, 'A2D7SD76AM3Y9C'], dtype=object), array([604, 182, 1201, 'A1R907HJF0EC78'], dtype=object), array([610, 176, 491, 'A301X9EE0SXTYL'], dtype=object), array([610, 178, 415, 'AW5CAVAQBYOLE'], dtype=object), array([606, 180, 1277, 'A2LXH22NMQ1ECA'], dtype=object), array([606, 182, 2474, 'A2Z8V601LQT1KU'], dtype=object)]"
28,725,227,"[array([725, 225, 1530, 'AP2AR3I6ZWUOP'], dtype=object), array([719, 229, 1191, 'ATIGCUKIPNWG0'], dtype=object), array([727, 225, 680, 'A1TK0ZMZ571GG0'], dtype=object), array([727, 229, 800, 'A3BETRYEHTABOW'], dtype=object), array([727, 227, 824, 'ATRF28UBVVCWE'], dtype=object), array([723, 223, 1076, 'ATV6ICKU8U99L'], dtype=object), array([727, 227, 1445, 'A3CSY75LCJCNOI'], dtype=object), array([725, 225, 1200, 'A2D7SD76AM3Y9C'], dtype=object), array([725, 227, 1420, 'A1R907HJF0EC78'], dtype=object), array([727, 229, 1010, 'A3KQYK3Q08ONN9'], dtype=object), array([721, 225, 1195, 'A13YH9YNHZXBJE'], dtype=object), array([723, 225, 2180, 'A1N4TYRLJ26DB9'], dtype=object), array([727, 225, 1081, 'A2LXH22NMQ1ECA'], dtype=object), array([723, 225, 1563, 'A2Z8V601LQT1KU'], dtype=object), array([733, 229, 669, 'A3AF8RFF1R9EBY'], dtype=object), array([725, 229, 1080, 'A2S9ZPD18SZND7'], dtype=object)]"
29,553,254,"[array([553, 254, 1503, 'AP2AR3I6ZWUOP'], dtype=object), array([541, 254, 1235, 'ATIGCUKIPNWG0'], dtype=object), array([553, 256, 1570, 'A1TK0ZMZ571GG0'], dtype=object), array([551, 256, 1596, 'A3BETRYEHTABOW'], dtype=object), array([553, 252, 1143, 'ATRF28UBVVCWE'], dtype=object), array([557, 248, 1550, 'A32NWSI7SGQSFW'], dtype=object), array([559, 248, 1165, 'ATV6ICKU8U99L'], dtype=object), array([557, 250, 1007, 'ASI6KXF2GAUTQ'], dtype=object), array([557, 256, 1885, 'A3CSY75LCJCNOI'], dtype=object), array([553, 254, 1180, 'A1R907HJF0EC78'], dtype=object), array([551, 256, 1299, 'A3KQYK3Q08ONN9'], dtype=object), array([553, 256, 2093, 'A13YH9YNHZXBJE'], dtype=object), array([555, 254, 1064, 'A3SLBRRH6YEVCB'], dtype=object), array([551, 250, 5712, 'A1N4TYRLJ26DB9'], dtype=object), array([557, 252, 2191, 'A2LXH22NMQ1ECA'], dtype=object), array([553, 258, 1909, 'A2Z8V601LQT1KU'], dtype=object), array([555, 254, 1048, 'A3AF8RFF1R9EBY'], dtype=object), array([555, 260, 1136, 'A2S9ZPD18SZND7'], dtype=object)]"
30,588,555,"[array([590, 551, 1947, 'ATIGCUKIPNWG0'], dtype=object), array([588, 557, 4928, 'A1TK0ZMZ571GG0'], dtype=object), array([590, 559, 15622, 'A3BETRYEHTABOW'], dtype=object), array([578, 547, 1073, 'ATRF28UBVVCWE'], dtype=object), array([586, 559, 847, 'A10XK1PCN65URM'], dtype=object), array([590, 557, 2113, 'A1R907HJF0EC78'], dtype=object), array([588, 555, 2153, 'A3KQYK3Q08ONN9'], dtype=object), array([590, 557, 1199, 'A13YH9YNHZXBJE'], dtype=object), array([584, 551, 849, 'AW5CAVAQBYOLE'], dtype=object), array([588, 557, 1024, 'A3SLBRRH6YEVCB'], dtype=object), array([588, 555, 3189, 'A2Z8V601LQT1KU'], dtype=object), array([586, 551, 1215, 'A3AF8RFF1R9EBY'], dtype=object)]"
31,664,786,"[array([668, 786, 1949, 'AP2AR3I6ZWUOP'], dtype=object), array([670, 786, 1187, 'ATIGCUKIPNWG0'], dtype=object), array([666, 791, 2049, 'A1TK0ZMZ571GG0'], dtype=object), array([664, 791, 890, 'A3BETRYEHTABOW'], dtype=object), array([653, 786, 664, 'ATRF28UBVVCWE'], dtype=object), array([662, 795, 2001, 'A32NWSI7SGQSFW'], dtype=object), array([668, 784, 1494, 'ATV6ICKU8U99L'], dtype=object), array([672, 782, 789, 'ASI6KXF2GAUTQ'], dtype=object), array([666, 786, 1438, 'A3CSY75LCJCNOI'], dtype=object), array([657, 788, 1960, 'A1WAGM4T963MTF'], dtype=object), array([668, 782, 1152, 'A2D7SD76AM3Y9C'], dtype=object), array([659, 784, 589, 'A10XK1PCN65URM'], dtype=object), array([666, 782, 2679, 'A1R907HJF0EC78'], dtype=object), array([664, 786, 2082, 'A3KQYK3Q08ONN9'], dtype=object), array([664, 788, 1152, 'A13YH9YNHZXBJE'], dtype=object), array([666, 776, 1920, 'A301X9EE0SXTYL'], dtype=object), array([666, 788, 896, 'AW5CAVAQBYOLE'], dtype=object), array([666, 784, 1624, 'A3SLBRRH6YEVCB'], dtype=object), array([662, 784, 2063, 'A1N4TYRLJ26DB9'], dtype=object), array([666, 784, 1693, 'A2LXH22NMQ1ECA'], dtype=object), array([664, 788, 1707, 'A2Z8V601LQT1KU'], dtype=object), array([662, 780, 0, 'A3AF8RFF1R9EBY'], dtype=object), array([672, 793, 878, 'A2S9ZPD18SZND7'], dtype=object)]"
32,313,571,"[array([315, 573, 1359, 'ATIGCUKIPNWG0'], dtype=object), array([311, 571, 949, 'A3BETRYEHTABOW'], dtype=object), array([313, 575, 1129, 'ATRF28UBVVCWE'], dtype=object), array([315, 569, 1046, 'ATV6ICKU8U99L'], dtype=object), array([313, 573, 951, 'A1WAGM4T963MTF'], dtype=object), array([313, 571, 2795, 'A3KQYK3Q08ONN9'], dtype=object), array([315, 571, 1008, 'A13YH9YNHZXBJE'], dtype=object), array([315, 571, 1774, 'AW5CAVAQBYOLE'], dtype=object), array([315, 567, 2413, 'A2LXH22NMQ1ECA'], dtype=object), array([315, 571, 2283, 'A2Z8V601LQT1KU'], dtype=object), array([313, 567, 1040, 'A3AF8RFF1R9EBY'], dtype=object), array([311, 571, 1539, 'A2S9ZPD18SZND7'], dtype=object)]"
33,999,358,"[array([997, 362, 1351, 'AP2AR3I6ZWUOP'], dtype=object), array([1001, 358, 786, 'A1TK0ZMZ571GG0'], dtype=object), array([999, 362, 885, 'A3BETRYEHTABOW'], dtype=object), array([1001, 356, 969, 'ATRF28UBVVCWE'], dtype=object), array([991, 362, 1518, 'A32NWSI7SGQSFW'], dtype=object), array([1001, 360, 904, 'ATV6ICKU8U99L'], dtype=object), array([1001, 356, 1142, 'ASI6KXF2GAUTQ'], dtype=object), array([1001, 360, 1068, 'A3CSY75LCJCNOI'], dtype=object), array([1004, 360, 1832, 'A2D7SD76AM3Y9C'], dtype=object), array([999, 356, 11721, 'A1R907HJF0EC78'], dtype=object), array([999, 358, 1482, 'A3KQYK3Q08ONN9'], dtype=object), array([997, 360, 1541, 'A1N4TYRLJ26DB9'], dtype=object), array([1001, 358, 1311, 'A2LXH22NMQ1ECA'], dtype=object), array([997, 358, 1860, 'A2Z8V601LQT1KU'], dtype=object), array([993, 360, 1015, 'A2S9ZPD18SZND7'], dtype=object)]"
34,160,764,"[array([158, 760, 1685, 'AP2AR3I6ZWUOP'], dtype=object), array([162, 764, 1343, 'ATIGCUKIPNWG0'], dtype=object), array([156, 760, 716, 'A1TK0ZMZ571GG0'], dtype=object), array([164, 766, 1454, 'ATV6ICKU8U99L'], dtype=object), array([164, 764, 1087, 'ASI6KXF2GAUTQ'], dtype=object), array([160, 768, 785, 'A1WAGM4T963MTF'], dtype=object), array([166, 758, 416, 'A10XK1PCN65URM'], dtype=object), array([158, 764, 1561, 'A1R907HJF0EC78'], dtype=object), array([158, 764, 1351, 'A3KQYK3Q08ONN9'], dtype=object), array([160, 764, 969, 'A13YH9YNHZXBJE'], dtype=object), array([160, 764, 1119, 'A3SLBRRH6YEVCB'], dtype=object), array([162, 762, 1309, 'A1N4TYRLJ26DB9'], dtype=object), array([160, 766, 1794, 'A2LXH22NMQ1ECA'], dtype=object), array([160, 766, 1969, 'A2Z8V601LQT1KU'], dtype=object)]"
35,317,563,"[array([324, 567, 2943, 'AP2AR3I6ZWUOP'], dtype=object), array([315, 567, 1420, 'A1TK0ZMZ571GG0'], dtype=object), array([313, 557, 2187, 'A32NWSI7SGQSFW'], dtype=object), array([322, 565, 1134, 'ASI6KXF2GAUTQ'], dtype=object), array([319, 567, 1157, 'A3CSY75LCJCNOI'], dtype=object), array([317, 565, 3600, 'A2D7SD76AM3Y9C'], dtype=object), array([307, 553, 588, 'A10XK1PCN65URM'], dtype=object), array([315, 565, 2286, 'A1R907HJF0EC78'], dtype=object), array([315, 565, 549, 'A1R907HJF0EC78'], dtype=object), array([317, 563, 3778, 'A301X9EE0SXTYL'], dtype=object), array([319, 567, 824, 'A3SLBRRH6YEVCB'], dtype=object), array([313, 563, 1849, 'A1N4TYRLJ26DB9'], dtype=object)]"
36,203,512,"[array([207, 512, 1906, 'AP2AR3I6ZWUOP'], dtype=object), array([207, 510, 992, 'ATIGCUKIPNWG0'], dtype=object), array([201, 512, 693, 'A1TK0ZMZ571GG0'], dtype=object), array([205, 508, 954, 'A3BETRYEHTABOW'], dtype=object), array([199, 508, 1085, 'ATRF28UBVVCWE'], dtype=object), array([207, 510, 1030, 'ATV6ICKU8U99L'], dtype=object), array([205, 510, 1206, 'A3CSY75LCJCNOI'], dtype=object), array([201, 504, 796, 'A10XK1PCN65URM'], dtype=object), array([205, 512, 1111, 'A1R907HJF0EC78'], dtype=object), array([205, 510, 1140, 'A3KQYK3Q08ONN9'], dtype=object), array([205, 514, 800, 'A13YH9YNHZXBJE'], dtype=object), array([197, 514, 728, 'A301X9EE0SXTYL'], dtype=object), array([203, 512, 825, 'AW5CAVAQBYOLE'], dtype=object), array([205, 512, 4600, 'A1N4TYRLJ26DB9'], dtype=object), array([207, 510, 2428, 'A2LXH22NMQ1ECA'], dtype=object), array([207, 512, 2836, 'A2Z8V601LQT1KU'], dtype=object), array([205, 512, 1064, 'A2S9ZPD18SZND7'], dtype=object)]"
37,696,137,"[array([698, 141, 818, 'ATIGCUKIPNWG0'], dtype=object), array([694, 135, 1112, 'A1TK0ZMZ571GG0'], dtype=object), array([696, 145, 893, 'A3BETRYEHTABOW'], dtype=object), array([698, 135, 1202, 'ATV6ICKU8U99L'], dtype=object), array([688, 135, 874, 'ASI6KXF2GAUTQ'], dtype=object), array([696, 135, 1658, 'A3CSY75LCJCNOI'], dtype=object), array([698, 137, 797, 'A1WAGM4T963MTF'], dtype=object), array([698, 143, 1304, 'A2D7SD76AM3Y9C'], dtype=object), array([692, 133, 1941, 'A1R907HJF0EC78'], dtype=object), array([694, 139, 1281, 'A3KQYK3Q08ONN9'], dtype=object), array([700, 133, 597, 'A13YH9YNHZXBJE'], dtype=object), array([696, 139, 795, 'AW5CAVAQBYOLE'], dtype=object), array([696, 137, 829, 'A3SLBRRH6YEVCB'], dtype=object), array([696, 133, 1455, 'A1N4TYRLJ26DB9'], dtype=object), array([698, 133, 1696, 'A2LXH22NMQ1ECA'], dtype=object), array([698, 135, 1649, 'A2Z8V601LQT1KU'], dtype=object), array([705, 139, 1251, 'A3AF8RFF1R9EBY'], dtype=object)]"
38,530,123,"[array([530, 127, 1777, 'AP2AR3I6ZWUOP'], dtype=object), array([539, 123, 1104, 'ATIGCUKIPNWG0'], dtype=object), array([530, 129, 2413, 'A3BETRYEHTABOW'], dtype=object), array([524, 121, 4132, 'A32NWSI7SGQSFW'], dtype=object), array([526, 121, 1458, 'A1R907HJF0EC78'], dtype=object), array([537, 123, 1378, 'A3KQYK3Q08ONN9'], dtype=object), array([532, 123, 1319, 'A13YH9YNHZXBJE'], dtype=object), array([530, 123, 1354, 'A3SLBRRH6YEVCB'], dtype=object), array([530, 121, 1821, 'A1N4TYRLJ26DB9'], dtype=object), array([530, 121, 1767, 'A2Z8V601LQT1KU'], dtype=object), array([526, 125, 935, 'A2S9ZPD18SZND7'], dtype=object)]"
39,401,391,"[array([401, 389, 3197, 'AP2AR3I6ZWUOP'], dtype=object), array([401, 389, 1772, 'ATIGCUKIPNWG0'], dtype=object), array([399, 389, 2318, 'A1TK0ZMZ571GG0'], dtype=object), array([397, 395, 942, 'A3BETRYEHTABOW'], dtype=object), array([395, 393, 1342, 'ATRF28UBVVCWE'], dtype=object), array([403, 387, 1917, 'A32NWSI7SGQSFW'], dtype=object), array([399, 393, 1314, 'ATV6ICKU8U99L'], dtype=object), array([399, 389, 995, 'ASI6KXF2GAUTQ'], dtype=object), array([401, 389, 1437, 'A3CSY75LCJCNOI'], dtype=object), array([399, 385, 908, 'A1WAGM4T963MTF'], dtype=object), array([399, 391, 2088, 'A2D7SD76AM3Y9C'], dtype=object), array([397, 385, 858, 'A10XK1PCN65URM'], dtype=object), array([401, 393, 1314, 'A1R907HJF0EC78'], dtype=object), array([403, 393, 3222, 'A3KQYK3Q08ONN9'], dtype=object), array([397, 393, 1075, 'A13YH9YNHZXBJE'], dtype=object), array([410, 389, 864, 'A301X9EE0SXTYL'], dtype=object), array([410, 391, 1283, 'AW5CAVAQBYOLE'], dtype=object), array([401, 391, 1192, 'A3SLBRRH6YEVCB'], dtype=object), array([399, 389, 1276, 'A1N4TYRLJ26DB9'], dtype=object), array([401, 389, 3806, 'A2LXH22NMQ1ECA'], dtype=object), array([401, 389, 2458, 'A2Z8V601LQT1KU'], dtype=object), array([401, 385, 1392, 'A3AF8RFF1R9EBY'], dtype=object), array([397, 395, 4911, 'A2S9ZPD18SZND7'], dtype=object)]"
40,678,614,"[array([678, 612, 0, 'AP2AR3I6ZWUOP'], dtype=object), array([684, 614, 4810, 'ATIGCUKIPNWG0'], dtype=object), array([678, 616, 2945, 'A1TK0ZMZ571GG0'], dtype=object), array([672, 618, 1324, 'A3BETRYEHTABOW'], dtype=object), array([678, 612, 1237, 'ATRF28UBVVCWE'], dtype=object), array([674, 614, 1833, 'A32NWSI7SGQSFW'], dtype=object), array([674, 614, 1498, 'ATV6ICKU8U99L'], dtype=object), array([676, 618, 1114, 'ASI6KXF2GAUTQ'], dtype=object), array([676, 616, 1850, 'A3CSY75LCJCNOI'], dtype=object), array([684, 616, 1079, 'A1WAGM4T963MTF'], dtype=object), array([682, 608, 1176, 'A2D7SD76AM3Y9C'], dtype=object), array([678, 614, 840, 'A10XK1PCN65URM'], dtype=object), array([678, 614, 1519, 'A1R907HJF0EC78'], dtype=object), array([678, 616, 1971, 'A3KQYK3Q08ONN9'], dtype=object), array([674, 616, 1367, 'A13YH9YNHZXBJE'], dtype=object), array([680, 608, 4112, 'AW5CAVAQBYOLE'], dtype=object), array([678, 614, 792, 'A3SLBRRH6YEVCB'], dtype=object), array([676, 612, 2772, 'A1N4TYRLJ26DB9'], dtype=object), array([678, 612, 2697, 'A2LXH22NMQ1ECA'], dtype=object), array([676, 616, 2313, 'A2Z8V601LQT1KU'], dtype=object), array([676, 608, 1456, 'A3AF8RFF1R9EBY'], dtype=object), array([676, 621, 1104, 'A2S9ZPD18SZND7'], dtype=object)]"
41,573,705,"[array([575, 707, 1513, 'AP2AR3I6ZWUOP'], dtype=object), array([567, 700, 1106, 'A3BETRYEHTABOW'], dtype=object), array([578, 709, 1632, 'ATRF28UBVVCWE'], dtype=object), array([571, 713, 1036, 'A32NWSI7SGQSFW'], dtype=object), array([578, 709, 1021, 'ASI6KXF2GAUTQ'], dtype=object), array([575, 707, 1396, 'A1WAGM4T963MTF'], dtype=object), array([578, 709, 3052, 'A2D7SD76AM3Y9C'], dtype=object), array([580, 711, 754, 'A10XK1PCN65URM'], dtype=object), array([573, 702, 1580, 'A1R907HJF0EC78'], dtype=object), array([571, 696, 1330, 'A3KQYK3Q08ONN9'], dtype=object), array([573, 707, 999, 'A13YH9YNHZXBJE'], dtype=object), array([573, 705, 767, 'A3SLBRRH6YEVCB'], dtype=object), array([575, 702, 1598, 'A2LXH22NMQ1ECA'], dtype=object), array([575, 707, 1724, 'A2Z8V601LQT1KU'], dtype=object), array([569, 702, 1402, 'A2S9ZPD18SZND7'], dtype=object)]"
42,608,860,"[array([608, 858, 4850, 'AP2AR3I6ZWUOP'], dtype=object), array([616, 864, 0, 'ATIGCUKIPNWG0'], dtype=object), array([608, 858, 0, 'A1TK0ZMZ571GG0'], dtype=object), array([604, 860, 1234, 'A3BETRYEHTABOW'], dtype=object), array([612, 860, 2636, 'ATV6ICKU8U99L'], dtype=object), array([604, 862, 4202, 'ASI6KXF2GAUTQ'], dtype=object), array([606, 860, 656, 'A1WAGM4T963MTF'], dtype=object), array([608, 864, 1380, 'A1R907HJF0EC78'], dtype=object), array([608, 864, 554, 'A1R907HJF0EC78'], dtype=object), array([610, 864, 1620, 'A3KQYK3Q08ONN9'], dtype=object), array([608, 860, 2451, 'A1N4TYRLJ26DB9'], dtype=object), array([612, 860, 0, 'A2LXH22NMQ1ECA'], dtype=object), array([608, 858, 3694, 'A2Z8V601LQT1KU'], dtype=object), array([610, 858, 1580, 'A2S9ZPD18SZND7'], dtype=object)]"
43,168,653,"[array([164, 655, 1209, 'AP2AR3I6ZWUOP'], dtype=object), array([168, 657, 929, 'ATIGCUKIPNWG0'], dtype=object), array([168, 649, 1277, 'A1TK0ZMZ571GG0'], dtype=object), array([166, 657, 1969, 'A32NWSI7SGQSFW'], dtype=object), array([174, 657, 1530, 'ATV6ICKU8U99L'], dtype=object), array([166, 655, 820, 'ASI6KXF2GAUTQ'], dtype=object), array([170, 647, 550, 'A1WAGM4T963MTF'], dtype=object), array([172, 657, 28443, 'A2D7SD76AM3Y9C'], dtype=object), array([164, 657, 1750, 'A1R907HJF0EC78'], dtype=object), array([164, 651, 1549, 'A3KQYK3Q08ONN9'], dtype=object), array([166, 649, 844, 'A13YH9YNHZXBJE'], dtype=object), array([166, 651, 1274, 'A3SLBRRH6YEVCB'], dtype=object), array([168, 653, 2578, 'A1N4TYRLJ26DB9'], dtype=object), array([168, 651, 1833, 'A2LXH22NMQ1ECA'], dtype=object), array([166, 655, 1673, 'A2Z8V601LQT1KU'], dtype=object), array([162, 651, 824, 'A3AF8RFF1R9EBY'], dtype=object), array([164, 655, 2296, 'A2S9ZPD18SZND7'], dtype=object)]"
44,1010,391,"[array([1008, 393, 2247, 'AP2AR3I6ZWUOP'], dtype=object), array([1008, 389, 2169, 'A1TK0ZMZ571GG0'], dtype=object), array([1008, 389, 1611, 'A3BETRYEHTABOW'], dtype=object), array([1014, 391, 787, 'ATRF28UBVVCWE'], dtype=object), array([1004, 383, 1582, 'A32NWSI7SGQSFW'], dtype=object), array([1006, 395, 1154, 'ATV6ICKU8U99L'], dtype=object), array([1014, 385, 648, 'ASI6KXF2GAUTQ'], dtype=object), array([1012, 393, 3306, 'A3CSY75LCJCNOI'], dtype=object), array([1016, 393, 3241, 'A2D7SD76AM3Y9C'], dtype=object), array([1008, 395, 1085, 'A10XK1PCN65URM'], dtype=object), array([1008, 393, 2632, 'A1R907HJF0EC78'], dtype=object), array([1010, 399, 1283, 'A3KQYK3Q08ONN9'], dtype=object), array([1010, 391, 3624, 'A1N4TYRLJ26DB9'], dtype=object), array([1012, 389, 2681, 'A2LXH22NMQ1ECA'], dtype=object), array([1012, 391, 1960, 'A2Z8V601LQT1KU'], dtype=object), array([1012, 393, 806, 'A2S9ZPD18SZND7'], dtype=object)]"
45,743,266,"[array([743, 266, 1824, 'A1TK0ZMZ571GG0'], dtype=object), array([741, 272, 1550, 'A3BETRYEHTABOW'], dtype=object), array([745, 266, 681, 'ATRF28UBVVCWE'], dtype=object), array([743, 262, 1082, 'A32NWSI7SGQSFW'], dtype=object), array([745, 260, 721, 'ATV6ICKU8U99L'], dtype=object), array([741, 262, 704, 'ASI6KXF2GAUTQ'], dtype=object), array([745, 264, 1260, 'A3CSY75LCJCNOI'], dtype=object), array([743, 266, 1230, 'A1WAGM4T963MTF'], dtype=object), array([741, 264, 882, 'A1R907HJF0EC78'], dtype=object), array([748, 272, 966, 'A3KQYK3Q08ONN9'], dtype=object), array([745, 262, 2226, 'A13YH9YNHZXBJE'], dtype=object), array([743, 266, 1160, 'A1N4TYRLJ26DB9'], dtype=object), array([745, 264, 1608, 'A2LXH22NMQ1ECA'], dtype=object), array([745, 266, 2388, 'A2Z8V601LQT1KU'], dtype=object), array([745, 262, 1248, 'A3AF8RFF1R9EBY'], dtype=object), array([739, 272, 717, 'A2S9ZPD18SZND7'], dtype=object)]"
46,827,311,"[array([825, 311, 2276, 'AP2AR3I6ZWUOP'], dtype=object), array([834, 315, 1536, 'ATIGCUKIPNWG0'], dtype=object), array([823, 313, 2514, 'A1TK0ZMZ571GG0'], dtype=object), array([823, 309, 1177, 'A3BETRYEHTABOW'], dtype=object), array([825, 307, 1328, 'ATRF28UBVVCWE'], dtype=object), array([823, 313, 1866, 'A32NWSI7SGQSFW'], dtype=object), array([825, 309, 2137, 'ATV6ICKU8U99L'], dtype=object), array([821, 309, 1109, 'ASI6KXF2GAUTQ'], dtype=object), array([825, 309, 1882, 'A3CSY75LCJCNOI'], dtype=object), array([831, 307, 1576, 'A1WAGM4T963MTF'], dtype=object), array([834, 326, 2247, 'A2D7SD76AM3Y9C'], dtype=object), array([834, 301, 1848, 'A10XK1PCN65URM'], dtype=object), array([827, 309, 1679, 'A1R907HJF0EC78'], dtype=object), array([825, 311, 899, 'A3KQYK3Q08ONN9'], dtype=object), array([827, 305, 1143, 'A13YH9YNHZXBJE'], dtype=object), array([821, 303, 769, 'A301X9EE0SXTYL'], dtype=object), array([823, 311, 808, 'AW5CAVAQBYOLE'], dtype=object), array([829, 313, 1152, 'A3SLBRRH6YEVCB'], dtype=object), array([825, 311, 1937, 'A1N4TYRLJ26DB9'], dtype=object), array([827, 311, 2460, 'A2LXH22NMQ1ECA'], dtype=object), array([827, 313, 1683, 'A2Z8V601LQT1KU'], dtype=object), array([823, 311, 1266, 'A3AF8RFF1R9EBY'], dtype=object), array([823, 309, 1015, 'A2S9ZPD18SZND7'], dtype=object)]"
