,centroid_x,centroid_y,members
0,700,539,"[array([700, 539, 1563, 'A3JFC6OJ13O1XR'], dtype=object), array([702, 537, 1764, 'A1QXQTNF8CCL6C'], dtype=object), array([702, 537, 1328, 'A1TK0ZMZ571GG0'], dtype=object), array([698, 539, 913, 'ATRF28UBVVCWE'], dtype=object), array([698, 549, 1124, 'ATV6ICKU8U99L'], dtype=object), array([696, 535, 1018, 'A32NWSI7SGQSFW'], dtype=object), array([698, 539, 888, 'A1WAGM4T963MTF'], dtype=object), array([707, 541, 904, 'A301X9EE0SXTYL'], dtype=object), array([700, 537, 1691, 'A1N4TYRLJ26DB9'], dtype=object), array([702, 539, 1196, 'A13YH9YNHZXBJE'], dtype=object), array([702, 543, 960, 'AW5CAVAQBYOLE'], dtype=object), array([700, 541, 1024, 'A3SLBRRH6YEVCB'], dtype=object), array([700, 539, 3382, 'A2Z8V601LQT1KU'], dtype=object), array([696, 537, 1592, 'A2QBV3Y7X34XNB'], dtype=object), array([705, 539, 153, 'ASY5AZCZEM04L'], dtype=object), array([698, 539, 2794, 'AHQ136R50S1N8'], dtype=object)]"
1,301,578,"[array([301, 578, 4028, 'A3JFC6OJ13O1XR'], dtype=object), array([299, 575, 1223, 'ATIGCUKIPNWG0'], dtype=object), array([295, 582, 1320, 'A1QXQTNF8CCL6C'], dtype=object), array([299, 580, 1292, 'ATCV8YA9RBM80'], dtype=object), array([301, 580, 809, 'A1TK0ZMZ571GG0'], dtype=object), array([295, 578, 1033, 'ATRF28UBVVCWE'], dtype=object), array([305, 580, 3103, 'ATV6ICKU8U99L'], dtype=object), array([295, 569, 650, 'A32NWSI7SGQSFW'], dtype=object), array([293, 575, 1326, 'A3UOUVRDI7Y0LJ'], dtype=object), array([301, 573, 1184, 'ASI6KXF2GAUTQ'], dtype=object), array([305, 580, 925, 'A1WAGM4T963MTF'], dtype=object), array([301, 580, 1072, 'A1AYVATMT88U1W'], dtype=object), array([301, 582, 1672, 'A2D7SD76AM3Y9C'], dtype=object), array([307, 575, 1025, 'A301X9EE0SXTYL'], dtype=object), array([299, 578, 2073, 'A1N4TYRLJ26DB9'], dtype=object), array([299, 573, 1160, 'A13YH9YNHZXBJE'], dtype=object), array([307, 584, 1097, 'AW5CAVAQBYOLE'], dtype=object), array([299, 575, 889, 'A3SLBRRH6YEVCB'], dtype=object), array([301, 580, 1713, 'A2Z8V601LQT1KU'], dtype=object), array([299, 575, 1064, 'A2QBV3Y7X34XNB'], dtype=object), array([297, 578, 744, 'A3AF8RFF1R9EBY'], dtype=object), array([305, 575, 659, 'A177OVGJ3B0GLI'], dtype=object), array([297, 580, 2674, 'AHQ136R50S1N8'], dtype=object)]"
2,41,946,"[array([41, 946, 1057, 'A3JFC6OJ13O1XR'], dtype=object), array([41, 942, 2081, 'ATCV8YA9RBM80'], dtype=object), array([41, 946, 1362, 'A1TK0ZMZ571GG0'], dtype=object), array([43, 948, 673, 'ATV6ICKU8U99L'], dtype=object), array([39, 956, 1147, 'A32NWSI7SGQSFW'], dtype=object), array([37, 946, 929, 'ASI6KXF2GAUTQ'], dtype=object), array([41, 942, 912, 'A1WAGM4T963MTF'], dtype=object), array([41, 942, 1143, 'A1AYVATMT88U1W'], dtype=object), array([41, 948, 3074, 'A2D7SD76AM3Y9C'], dtype=object), array([41, 942, 12608, 'A1N4TYRLJ26DB9'], dtype=object), array([45, 938, 762, 'A13YH9YNHZXBJE'], dtype=object), array([37, 944, 1795, 'A2Z8V601LQT1KU'], dtype=object), array([51, 948, 742, 'A2QBV3Y7X34XNB'], dtype=object), array([43, 942, 1416, 'A3AF8RFF1R9EBY'], dtype=object), array([41, 946, 482, 'A177OVGJ3B0GLI'], dtype=object), array([39, 948, 18547, 'AHQ136R50S1N8'], dtype=object)]"
3,76,1014,"[array([76, 1014, 7084, 'A3JFC6OJ13O1XR'], dtype=object), array([74, 1012, 1463, 'A1QXQTNF8CCL6C'], dtype=object), array([74, 1016, 4743, 'ATCV8YA9RBM80'], dtype=object), array([72, 1018, 0, 'A1TK0ZMZ571GG0'], dtype=object), array([74, 1020, 1168, 'ATRF28UBVVCWE'], dtype=object), array([80, 1012, 0, 'ATV6ICKU8U99L'], dtype=object), array([76, 1012, 1602, 'A32NWSI7SGQSFW'], dtype=object), array([76, 1008, 9320, 'A3UOUVRDI7Y0LJ'], dtype=object), array([76, 1014, 0, 'ASI6KXF2GAUTQ'], dtype=object), array([76, 1014, 879, 'A1WAGM4T963MTF'], dtype=object), array([74, 1020, 874, 'A1AYVATMT88U1W'], dtype=object), array([76, 1018, 1493, 'A2D7SD76AM3Y9C'], dtype=object), array([82, 1016, 1380, 'A301X9EE0SXTYL'], dtype=object), array([78, 1010, 0, 'A1N4TYRLJ26DB9'], dtype=object), array([78, 1018, 2346, 'A13YH9YNHZXBJE'], dtype=object), array([80, 1014, 1814, 'AW5CAVAQBYOLE'], dtype=object), array([74, 1014, 0, 'A2Z8V601LQT1KU'], dtype=object), array([72, 1010, 698, 'A2QBV3Y7X34XNB'], dtype=object), array([74, 1016, 1296, 'A3AF8RFF1R9EBY'], dtype=object), array([78, 1014, 832, 'A177OVGJ3B0GLI'], dtype=object), array([78, 1014, 2659, 'AHQ136R50S1N8'], dtype=object)]"
4,590,690,"[array([586, 688, 1610, 'A3JFC6OJ13O1XR'], dtype=object), array([590, 690, 0, 'ATIGCUKIPNWG0'], dtype=object), array([590, 692, 0, 'A1QXQTNF8CCL6C'], dtype=object), array([588, 688, 1227, 'ATCV8YA9RBM80'], dtype=object), array([590, 688, 1171, 'A1TK0ZMZ571GG0'], dtype=object), array([588, 696, 1154, 'ATRF28UBVVCWE'], dtype=object), array([596, 690, 891, 'ATV6ICKU8U99L'], dtype=object), array([594, 694, 1231, 'ASI6KXF2GAUTQ'], dtype=object), array([590, 686, 1216, 'A1WAGM4T963MTF'], dtype=object), array([588, 692, 1407, 'A2D7SD76AM3Y9C'], dtype=object), array([588, 688, 1620, 'A1N4TYRLJ26DB9'], dtype=object), array([590, 692, 1470, 'A13YH9YNHZXBJE'], dtype=object), array([594, 686, 4425, 'AW5CAVAQBYOLE'], dtype=object), array([590, 688, 1032, 'A3SLBRRH6YEVCB'], dtype=object), array([590, 692, 2242, 'A2Z8V601LQT1KU'], dtype=object), array([582, 692, 0, 'A2QBV3Y7X34XNB'], dtype=object), array([588, 686, 1761, 'A3AF8RFF1R9EBY'], dtype=object), array([586, 694, 413, 'A177OVGJ3B0GLI'], dtype=object), array([588, 692, 1517, 'AHQ136R50S1N8'], dtype=object)]"
5,158,872,"[array([158, 870, 812, 'A3JFC6OJ13O1XR'], dtype=object), array([158, 872, 1842, 'ATIGCUKIPNWG0'], dtype=object), array([160, 874, 1151, 'A1QXQTNF8CCL6C'], dtype=object), array([158, 872, 4201, 'ATCV8YA9RBM80'], dtype=object), array([160, 870, 1049, 'A1TK0ZMZ571GG0'], dtype=object), array([154, 874, 966, 'ATRF28UBVVCWE'], dtype=object), array([152, 877, 437, 'ATV6ICKU8U99L'], dtype=object), array([152, 877, 715, 'A32NWSI7SGQSFW'], dtype=object), array([156, 872, 1761, 'ASI6KXF2GAUTQ'], dtype=object), array([160, 874, 572, 'A1WAGM4T963MTF'], dtype=object), array([158, 874, 1100, 'A1AYVATMT88U1W'], dtype=object), array([162, 879, 1649, 'A2D7SD76AM3Y9C'], dtype=object), array([160, 870, 864, 'A301X9EE0SXTYL'], dtype=object), array([160, 870, 1490, 'A1N4TYRLJ26DB9'], dtype=object), array([164, 870, 773, 'A13YH9YNHZXBJE'], dtype=object), array([158, 864, 446, 'AW5CAVAQBYOLE'], dtype=object), array([162, 872, 537, 'A3SLBRRH6YEVCB'], dtype=object), array([156, 872, 1585, 'A2Z8V601LQT1KU'], dtype=object), array([156, 881, 432, 'A2QBV3Y7X34XNB'], dtype=object), array([160, 868, 1011, 'A3AF8RFF1R9EBY'], dtype=object), array([158, 872, 676, 'A177OVGJ3B0GLI'], dtype=object), array([158, 872, 2882, 'AHQ136R50S1N8'], dtype=object)]"
6,129,571,"[array([131, 573, 971, 'A3JFC6OJ13O1XR'], dtype=object), array([129, 571, 1519, 'ATIGCUKIPNWG0'], dtype=object), array([129, 567, 3217, 'A1QXQTNF8CCL6C'], dtype=object), array([127, 573, 1969, 'ATCV8YA9RBM80'], dtype=object), array([129, 575, 1302, 'A1TK0ZMZ571GG0'], dtype=object), array([125, 571, 1378, 'ATRF28UBVVCWE'], dtype=object), array([133, 569, 1589, 'ATV6ICKU8U99L'], dtype=object), array([131, 569, 1374, 'A3UOUVRDI7Y0LJ'], dtype=object), array([133, 569, 792, 'ASI6KXF2GAUTQ'], dtype=object), array([127, 569, 665, 'A1WAGM4T963MTF'], dtype=object), array([125, 571, 791, 'A1AYVATMT88U1W'], dtype=object), array([127, 573, 1695, 'A2D7SD76AM3Y9C'], dtype=object), array([127, 569, 1548, 'A1N4TYRLJ26DB9'], dtype=object), array([131, 573, 657, 'A13YH9YNHZXBJE'], dtype=object), array([125, 571, 2057, 'AW5CAVAQBYOLE'], dtype=object), array([127, 575, 1688, 'A3SLBRRH6YEVCB'], dtype=object), array([127, 575, 1879, 'A2Z8V601LQT1KU'], dtype=object), array([123, 571, 1288, 'A2QBV3Y7X34XNB'], dtype=object), array([129, 567, 928, 'A3AF8RFF1R9EBY'], dtype=object), array([135, 567, 1136, 'A177OVGJ3B0GLI'], dtype=object), array([129, 571, 1970, 'AHQ136R50S1N8'], dtype=object)]"
7,31,383,"[array([25, 381, 1242, 'A3JFC6OJ13O1XR'], dtype=object), array([31, 383, 1072, 'ATIGCUKIPNWG0'], dtype=object), array([31, 383, 1295, 'A1QXQTNF8CCL6C'], dtype=object), array([33, 381, 2871, 'ATCV8YA9RBM80'], dtype=object), array([31, 381, 967, 'A1TK0ZMZ571GG0'], dtype=object), array([31, 383, 977, 'ATRF28UBVVCWE'], dtype=object), array([33, 383, 1201, 'ATV6ICKU8U99L'], dtype=object), array([35, 385, 1082, 'A32NWSI7SGQSFW'], dtype=object), array([37, 381, 1513, 'A3UOUVRDI7Y0LJ'], dtype=object), array([37, 383, 999, 'ASI6KXF2GAUTQ'], dtype=object), array([31, 391, 865, 'A1WAGM4T963MTF'], dtype=object), array([29, 391, 803, 'A1AYVATMT88U1W'], dtype=object), array([37, 377, 901, 'A2D7SD76AM3Y9C'], dtype=object), array([31, 381, 4007, 'A1N4TYRLJ26DB9'], dtype=object), array([29, 385, 1081, 'A13YH9YNHZXBJE'], dtype=object), array([29, 389, 5089, 'AW5CAVAQBYOLE'], dtype=object), array([31, 383, 1141, 'A3SLBRRH6YEVCB'], dtype=object), array([29, 381, 2648, 'A2Z8V601LQT1KU'], dtype=object), array([20, 373, 1408, 'A2QBV3Y7X34XNB'], dtype=object), array([33, 383, 878, 'A3AF8RFF1R9EBY'], dtype=object), array([31, 387, 578, 'A177OVGJ3B0GLI'], dtype=object), array([31, 377, 3161, 'AHQ136R50S1N8'], dtype=object)]"
8,319,649,"[array([317, 647, 1165, 'A3JFC6OJ13O1XR'], dtype=object), array([326, 651, 1000, 'ATIGCUKIPNWG0'], dtype=object), array([322, 651, 1153, 'A1QXQTNF8CCL6C'], dtype=object), array([319, 649, 1684, 'ATCV8YA9RBM80'], dtype=object), array([319, 649, 1946, 'A1TK0ZMZ571GG0'], dtype=object), array([315, 655, 1317, 'ATRF28UBVVCWE'], dtype=object), array([322, 649, 2374, 'ATV6ICKU8U99L'], dtype=object), array([313, 649, 1765, 'A32NWSI7SGQSFW'], dtype=object), array([326, 643, 14681, 'A3UOUVRDI7Y0LJ'], dtype=object), array([319, 643, 993, 'ASI6KXF2GAUTQ'], dtype=object), array([313, 649, 2012, 'A1WAGM4T963MTF'], dtype=object), array([328, 649, 1224, 'A1AYVATMT88U1W'], dtype=object), array([317, 651, 1361, 'A2D7SD76AM3Y9C'], dtype=object), array([317, 643, 711, 'A301X9EE0SXTYL'], dtype=object), array([319, 649, 4249, 'A1N4TYRLJ26DB9'], dtype=object), array([319, 657, 595, 'A13YH9YNHZXBJE'], dtype=object), array([322, 645, 640, 'AW5CAVAQBYOLE'], dtype=object), array([326, 653, 623, 'A3SLBRRH6YEVCB'], dtype=object), array([319, 651, 1805, 'A2Z8V601LQT1KU'], dtype=object), array([319, 643, 640, 'A2QBV3Y7X34XNB'], dtype=object), array([317, 647, 1033, 'A3AF8RFF1R9EBY'], dtype=object), array([322, 653, 2070, 'A177OVGJ3B0GLI'], dtype=object), array([324, 651, 1724, 'AHQ136R50S1N8'], dtype=object)]"
9,211,399,"[array([207, 395, 2135, 'A3JFC6OJ13O1XR'], dtype=object), array([211, 403, 1248, 'ATIGCUKIPNWG0'], dtype=object), array([203, 401, 1499, 'A1QXQTNF8CCL6C'], dtype=object), array([211, 399, 2522, 'ATCV8YA9RBM80'], dtype=object), array([209, 399, 10313, 'A1TK0ZMZ571GG0'], dtype=object), array([211, 403, 1209, 'ATRF28UBVVCWE'], dtype=object), array([205, 399, 1200, 'ATV6ICKU8U99L'], dtype=object), array([211, 389, 1835, 'A32NWSI7SGQSFW'], dtype=object), array([217, 395, 2145, 'A3UOUVRDI7Y0LJ'], dtype=object), array([211, 401, 816, 'ASI6KXF2GAUTQ'], dtype=object), array([205, 399, 736, 'A1WAGM4T963MTF'], dtype=object), array([211, 397, 1147, 'A1AYVATMT88U1W'], dtype=object), array([211, 410, 1079, 'A2D7SD76AM3Y9C'], dtype=object), array([209, 399, 1008, 'A301X9EE0SXTYL'], dtype=object), array([207, 397, 1812, 'A1N4TYRLJ26DB9'], dtype=object), array([211, 401, 1224, 'A13YH9YNHZXBJE'], dtype=object), array([215, 391, 1037, 'AW5CAVAQBYOLE'], dtype=object), array([211, 401, 1032, 'A3SLBRRH6YEVCB'], dtype=object), array([211, 401, 1870, 'A2Z8V601LQT1KU'], dtype=object), array([211, 397, 904, 'A2QBV3Y7X34XNB'], dtype=object), array([215, 401, 1418, 'A3AF8RFF1R9EBY'], dtype=object), array([209, 401, 882, 'A177OVGJ3B0GLI'], dtype=object), array([211, 401, 2066, 'AHQ136R50S1N8'], dtype=object)]"
