,centroid_x,centroid_y,members
10,545,674,"[array([547, 676, 0, 'A3JFC6OJ13O1XR'], dtype=object), array([549, 674, 1129, 'ATIGCUKIPNWG0'], dtype=object), array([549, 682, 2466, 'A1QXQTNF8CCL6C'], dtype=object), array([545, 676, 1120, 'ATCV8YA9RBM80'], dtype=object), array([545, 674, 1302, 'A1TK0ZMZ571GG0'], dtype=object), array([543, 674, 720, 'ATRF28UBVVCWE'], dtype=object), array([545, 672, 2837, 'ATV6ICKU8U99L'], dtype=object), array([551, 680, 1134, 'A32NWSI7SGQSFW'], dtype=object), array([551, 662, 3626, 'A3UOUVRDI7Y0LJ'], dtype=object), array([553, 674, 676, 'ASI6KXF2GAUTQ'], dtype=object), array([551, 668, 801, 'A1WAGM4T963MTF'], dtype=object), array([537, 670, 608, 'A1WAGM4T963MTF'], dtype=object), array([549, 684, 0, 'A1AYVATMT88U1W'], dtype=object), array([545, 672, 2362, 'A2D7SD76AM3Y9C'], dtype=object), array([545, 670, 0, 'A301X9EE0SXTYL'], dtype=object), array([545, 674, 3893, 'A1N4TYRLJ26DB9'], dtype=object), array([543, 680, 1279, 'A13YH9YNHZXBJE'], dtype=object), array([539, 672, 912, 'AW5CAVAQBYOLE'], dtype=object), array([551, 674, 1064, 'A3SLBRRH6YEVCB'], dtype=object), array([545, 676, 3719, 'A2Z8V601LQT1KU'], dtype=object), array([545, 678, 2440, 'A2QBV3Y7X34XNB'], dtype=object), array([547, 672, 841, 'A3AF8RFF1R9EBY'], dtype=object), array([549, 672, 1034, 'A177OVGJ3B0GLI'], dtype=object), array([545, 678, 1869, 'AHQ136R50S1N8'], dtype=object)]"
11,670,16,"[array([674, 10, 718, 'A3JFC6OJ13O1XR'], dtype=object), array([666, 10, 999, 'ATIGCUKIPNWG0'], dtype=object), array([666, 16, 2693, 'A1QXQTNF8CCL6C'], dtype=object), array([670, 16, 1963, 'ATCV8YA9RBM80'], dtype=object), array([670, 16, 1484, 'A1TK0ZMZ571GG0'], dtype=object), array([672, 14, 0, 'ATRF28UBVVCWE'], dtype=object), array([670, 18, 1230, 'ATV6ICKU8U99L'], dtype=object), array([659, 20, 1636, 'A32NWSI7SGQSFW'], dtype=object), array([672, 16, 3611, 'A3UOUVRDI7Y0LJ'], dtype=object), array([668, 16, 984, 'ASI6KXF2GAUTQ'], dtype=object), array([662, 16, 1160, 'A1WAGM4T963MTF'], dtype=object), array([670, 14, 978, 'A1AYVATMT88U1W'], dtype=object), array([672, 16, 2130, 'A2D7SD76AM3Y9C'], dtype=object), array([672, 25, 737, 'A301X9EE0SXTYL'], dtype=object), array([668, 14, 4065, 'A1N4TYRLJ26DB9'], dtype=object), array([670, 16, 0, 'A13YH9YNHZXBJE'], dtype=object), array([666, 10, 1784, 'AW5CAVAQBYOLE'], dtype=object), array([670, 18, 0, 'A3SLBRRH6YEVCB'], dtype=object), array([666, 18, 2181, 'A2Z8V601LQT1KU'], dtype=object), array([676, 14, 3816, 'A2QBV3Y7X34XNB'], dtype=object), array([670, 20, 1323, 'A3AF8RFF1R9EBY'], dtype=object), array([668, 16, 981, 'A177OVGJ3B0GLI'], dtype=object), array([670, 20, 3685, 'AHQ136R50S1N8'], dtype=object)]"
12,96,358,"[array([96, 358, 3676, 'A3JFC6OJ13O1XR'], dtype=object), array([98, 356, 1272, 'ATIGCUKIPNWG0'], dtype=object), array([96, 356, 2894, 'A1QXQTNF8CCL6C'], dtype=object), array([96, 358, 1812, 'ATCV8YA9RBM80'], dtype=object), array([96, 358, 968, 'A1TK0ZMZ571GG0'], dtype=object), array([96, 362, 2090, 'ATRF28UBVVCWE'], dtype=object), array([94, 362, 1451, 'ATV6ICKU8U99L'], dtype=object), array([98, 360, 0, 'A32NWSI7SGQSFW'], dtype=object), array([96, 352, 2336, 'A3UOUVRDI7Y0LJ'], dtype=object), array([96, 358, 833, 'ASI6KXF2GAUTQ'], dtype=object), array([94, 358, 3041, 'A1N4TYRLJ26DB9'], dtype=object), array([96, 358, 912, 'A13YH9YNHZXBJE'], dtype=object), array([98, 358, 0, 'AW5CAVAQBYOLE'], dtype=object), array([94, 360, 2141, 'A2Z8V601LQT1KU'], dtype=object), array([98, 360, 1793, 'A2QBV3Y7X34XNB'], dtype=object), array([96, 356, 930, 'A3AF8RFF1R9EBY'], dtype=object), array([96, 356, 759, 'A177OVGJ3B0GLI'], dtype=object), array([102, 360, 2612, 'AHQ136R50S1N8'], dtype=object)]"
13,827,330,"[array([827, 332, 2556, 'A3JFC6OJ13O1XR'], dtype=object), array([831, 332, 2137, 'ATCV8YA9RBM80'], dtype=object), array([823, 330, 997, 'A1TK0ZMZ571GG0'], dtype=object), array([819, 330, 1066, 'ATRF28UBVVCWE'], dtype=object), array([827, 330, 2654, 'ATV6ICKU8U99L'], dtype=object), array([831, 328, 3800, 'A3UOUVRDI7Y0LJ'], dtype=object), array([827, 328, 3105, 'ASI6KXF2GAUTQ'], dtype=object), array([823, 332, 1344, 'A2D7SD76AM3Y9C'], dtype=object), array([827, 328, 1558, 'A13YH9YNHZXBJE'], dtype=object), array([825, 334, 3646, 'AW5CAVAQBYOLE'], dtype=object), array([827, 332, 1998, 'A2Z8V601LQT1KU'], dtype=object), array([829, 326, 1152, 'A2QBV3Y7X34XNB'], dtype=object), array([825, 332, 1281, 'A3AF8RFF1R9EBY'], dtype=object)]"
14,401,252,"[array([406, 250, 1353, 'A3JFC6OJ13O1XR'], dtype=object), array([395, 252, 1554, 'ATIGCUKIPNWG0'], dtype=object), array([395, 252, 1218, 'A1QXQTNF8CCL6C'], dtype=object), array([399, 256, 1618, 'ATCV8YA9RBM80'], dtype=object), array([401, 254, 1845, 'A1TK0ZMZ571GG0'], dtype=object), array([397, 250, 1490, 'ATRF28UBVVCWE'], dtype=object), array([401, 252, 1797, 'ATV6ICKU8U99L'], dtype=object), array([391, 252, 1200, 'A32NWSI7SGQSFW'], dtype=object), array([401, 258, 2019, 'A3UOUVRDI7Y0LJ'], dtype=object), array([399, 256, 1083, 'ASI6KXF2GAUTQ'], dtype=object), array([401, 252, 993, 'A1WAGM4T963MTF'], dtype=object), array([414, 248, 1166, 'A1AYVATMT88U1W'], dtype=object), array([399, 254, 1608, 'A2D7SD76AM3Y9C'], dtype=object), array([395, 254, 1848, 'A301X9EE0SXTYL'], dtype=object), array([399, 254, 5024, 'A1N4TYRLJ26DB9'], dtype=object), array([403, 254, 2225, 'A13YH9YNHZXBJE'], dtype=object), array([403, 246, 1099, 'AW5CAVAQBYOLE'], dtype=object), array([403, 254, 8704, 'A3SLBRRH6YEVCB'], dtype=object), array([399, 254, 3599, 'A2Z8V601LQT1KU'], dtype=object), array([399, 254, 1840, 'A2QBV3Y7X34XNB'], dtype=object), array([399, 248, 1768, 'A3AF8RFF1R9EBY'], dtype=object), array([403, 250, 761, 'A177OVGJ3B0GLI'], dtype=object), array([401, 254, 3625, 'AHQ136R50S1N8'], dtype=object)]"
15,152,858,"[array([150, 856, 783, 'A3JFC6OJ13O1XR'], dtype=object), array([150, 862, 1353, 'ATIGCUKIPNWG0'], dtype=object), array([154, 860, 933, 'A1QXQTNF8CCL6C'], dtype=object), array([147, 862, 2111, 'ATCV8YA9RBM80'], dtype=object), array([152, 862, 2214, 'A1TK0ZMZ571GG0'], dtype=object), array([154, 862, 920, 'ATRF28UBVVCWE'], dtype=object), array([152, 856, 1230, 'ATV6ICKU8U99L'], dtype=object), array([160, 854, 0, 'A3UOUVRDI7Y0LJ'], dtype=object), array([152, 858, 1124, 'ASI6KXF2GAUTQ'], dtype=object), array([147, 866, 1156, 'A1AYVATMT88U1W'], dtype=object), array([154, 852, 736, 'A301X9EE0SXTYL'], dtype=object), array([150, 860, 2210, 'A1N4TYRLJ26DB9'], dtype=object), array([152, 862, 1932, 'A13YH9YNHZXBJE'], dtype=object), array([154, 860, 1393, 'AW5CAVAQBYOLE'], dtype=object), array([150, 862, 752, 'A3SLBRRH6YEVCB'], dtype=object), array([147, 860, 2051, 'A2Z8V601LQT1KU'], dtype=object), array([150, 854, 1416, 'A3AF8RFF1R9EBY'], dtype=object)]"
16,489,895,"[array([492, 903, 827, 'A3JFC6OJ13O1XR'], dtype=object), array([487, 893, 1700, 'ATCV8YA9RBM80'], dtype=object), array([489, 899, 3146, 'A1TK0ZMZ571GG0'], dtype=object), array([477, 897, 1733, 'A32NWSI7SGQSFW'], dtype=object), array([492, 903, 1135, 'ASI6KXF2GAUTQ'], dtype=object), array([489, 895, 1071, 'A1WAGM4T963MTF'], dtype=object), array([492, 901, 1543, 'A2D7SD76AM3Y9C'], dtype=object), array([494, 893, 3272, 'A1N4TYRLJ26DB9'], dtype=object), array([500, 889, 972, 'A13YH9YNHZXBJE'], dtype=object), array([487, 895, 2132, 'A2Z8V601LQT1KU'], dtype=object), array([483, 899, 1264, 'A2QBV3Y7X34XNB'], dtype=object), array([492, 893, 1352, 'A3AF8RFF1R9EBY'], dtype=object), array([492, 897, 818, 'A177OVGJ3B0GLI'], dtype=object), array([494, 893, 3222, 'AHQ136R50S1N8'], dtype=object)]"
17,680,233,"[array([680, 238, 1528, 'A1QXQTNF8CCL6C'], dtype=object), array([682, 236, 1320, 'ATCV8YA9RBM80'], dtype=object), array([682, 236, 1393, 'A1TK0ZMZ571GG0'], dtype=object), array([676, 233, 1446, 'ASI6KXF2GAUTQ'], dtype=object), array([680, 233, 1288, 'A2D7SD76AM3Y9C'], dtype=object), array([682, 233, 1433, 'A301X9EE0SXTYL'], dtype=object), array([682, 227, 1179, 'AW5CAVAQBYOLE'], dtype=object), array([682, 236, 1031, 'A3SLBRRH6YEVCB'], dtype=object), array([682, 233, 2262, 'A2Z8V601LQT1KU'], dtype=object), array([678, 233, 1393, 'A2QBV3Y7X34XNB'], dtype=object), array([678, 231, 1434, 'A3AF8RFF1R9EBY'], dtype=object), array([678, 233, 693, 'A177OVGJ3B0GLI'], dtype=object), array([680, 236, 2479, 'AHQ136R50S1N8'], dtype=object)]"
18,66,934,"[array([59, 930, 618, 'A3JFC6OJ13O1XR'], dtype=object), array([66, 936, 2634, 'ATCV8YA9RBM80'], dtype=object), array([66, 934, 904, 'A1TK0ZMZ571GG0'], dtype=object), array([68, 936, 780, 'ATV6ICKU8U99L'], dtype=object), array([74, 928, 700, 'A32NWSI7SGQSFW'], dtype=object), array([63, 930, 794, 'ASI6KXF2GAUTQ'], dtype=object), array([76, 932, 0, 'A1WAGM4T963MTF'], dtype=object), array([66, 934, 2277, 'A2D7SD76AM3Y9C'], dtype=object), array([63, 930, 3688, 'A1N4TYRLJ26DB9'], dtype=object), array([78, 936, 2066, 'A1N4TYRLJ26DB9'], dtype=object), array([70, 936, 623, 'A13YH9YNHZXBJE'], dtype=object), array([59, 938, 1433, 'A2Z8V601LQT1KU'], dtype=object), array([68, 936, 1096, 'A2QBV3Y7X34XNB'], dtype=object), array([74, 930, 664, 'A177OVGJ3B0GLI'], dtype=object), array([70, 934, 1696, 'AHQ136R50S1N8'], dtype=object)]"
19,20,819,"[array([23, 821, 1633, 'A3JFC6OJ13O1XR'], dtype=object), array([23, 825, 1009, 'ATIGCUKIPNWG0'], dtype=object), array([18, 819, 1632, 'A1QXQTNF8CCL6C'], dtype=object), array([23, 821, 2424, 'ATCV8YA9RBM80'], dtype=object), array([18, 823, 2066, 'A1TK0ZMZ571GG0'], dtype=object), array([14, 819, 832, 'ATRF28UBVVCWE'], dtype=object), array([23, 819, 2465, 'ATV6ICKU8U99L'], dtype=object), array([27, 821, 1817, 'A32NWSI7SGQSFW'], dtype=object), array([25, 819, 2004, 'A3UOUVRDI7Y0LJ'], dtype=object), array([23, 815, 903, 'ASI6KXF2GAUTQ'], dtype=object), array([25, 821, 815, 'A1WAGM4T963MTF'], dtype=object), array([20, 815, 819, 'A1AYVATMT88U1W'], dtype=object), array([18, 815, 1546, 'A2D7SD76AM3Y9C'], dtype=object), array([20, 817, 976, 'A301X9EE0SXTYL'], dtype=object), array([20, 819, 5300, 'A1N4TYRLJ26DB9'], dtype=object), array([23, 825, 1497, 'A13YH9YNHZXBJE'], dtype=object), array([16, 811, 1098, 'AW5CAVAQBYOLE'], dtype=object), array([27, 821, 1832, 'A3SLBRRH6YEVCB'], dtype=object), array([20, 825, 2903, 'A2Z8V601LQT1KU'], dtype=object), array([20, 825, 708, 'A2Z8V601LQT1KU'], dtype=object), array([20, 819, 1096, 'A2QBV3Y7X34XNB'], dtype=object), array([23, 819, 1440, 'A3AF8RFF1R9EBY'], dtype=object), array([25, 815, 805, 'A177OVGJ3B0GLI'], dtype=object), array([20, 825, 2252, 'AHQ136R50S1N8'], dtype=object)]"
20,569,831,"[array([563, 829, 1690, 'A3JFC6OJ13O1XR'], dtype=object), array([569, 829, 4297, 'ATCV8YA9RBM80'], dtype=object), array([567, 827, 1168, 'A1TK0ZMZ571GG0'], dtype=object), array([571, 834, 1266, 'A32NWSI7SGQSFW'], dtype=object), array([569, 838, 1030, 'ASI6KXF2GAUTQ'], dtype=object), array([573, 827, 836, 'A1WAGM4T963MTF'], dtype=object), array([567, 827, 3535, 'A2D7SD76AM3Y9C'], dtype=object), array([569, 831, 2178, 'A1N4TYRLJ26DB9'], dtype=object), array([571, 834, 1190, 'A13YH9YNHZXBJE'], dtype=object), array([567, 827, 1952, 'A2Z8V601LQT1KU'], dtype=object), array([571, 836, 1006, 'A177OVGJ3B0GLI'], dtype=object), array([571, 831, 1968, 'AHQ136R50S1N8'], dtype=object)]"
