768,113
594,555
672,145
778,440
580,782
958,680
160,451
170,791
901,381
487,467
827,514
963,516
926,541
1020,821
479,152
872,457
952,686
160,571
180,588
811,190
958,903
979,786
858,512
180,545
268,492
352,662
532,117
606,180
725,227
553,254
588,555
664,786
313,571
999,358
160,764
317,563
203,512
696,137
530,123
401,391
678,614
573,705
608,860
168,653
1010,391
743,266
827,311
205,416
1004,864
551,414
485,150
674,109
641,37
362,737
594,193
604,188
