,centroid_x,centroid_y,members
10,731,774,"[array([733, 778, 1598, 'A1QXQTNF8CCL6C'], dtype=object), array([729, 778, 1044, 'A3BETRYEHTABOW'], dtype=object), array([735, 776, 785, 'ATIGCUKIPNWG0'], dtype=object), array([731, 774, 3900, 'A32NWSI7SGQSFW'], dtype=object), array([729, 776, 1607, 'ATV6ICKU8U99L'], dtype=object), array([729, 774, 977, 'ASI6KXF2GAUTQ'], dtype=object), array([727, 772, 973, 'A1WAGM4T963MTF'], dtype=object), array([729, 774, 1285, 'A2QNHQ8QKKX576'], dtype=object), array([733, 770, 871, 'A2QPTOUZV7I1A5'], dtype=object), array([729, 776, 1590, 'A33AJDI02B9WQ1'], dtype=object), array([733, 772, 1240, 'A301X9EE0SXTYL'], dtype=object), array([733, 774, 806, 'A13YH9YNHZXBJE'], dtype=object), array([729, 780, 503, 'A3SLBRRH6YEVCB'], dtype=object), array([737, 768, 585, 'AW5CAVAQBYOLE'], dtype=object), array([729, 778, 7297, 'A3B466VOJ28ZF7'], dtype=object), array([731, 778, 1401, 'A1N4TYRLJ26DB9'], dtype=object), array([729, 780, 1799, 'A2Z8V601LQT1KU'], dtype=object), array([733, 776, 1546, 'A3IR0O0RKEJKY'], dtype=object), array([727, 780, 736, 'A24H9XZ7OE8WMW'], dtype=object), array([727, 772, 3672, 'A352XA3KA1Y1A4'], dtype=object)]"
11,596,709,"[array([594, 709, 1032, 'A1QXQTNF8CCL6C'], dtype=object), array([594, 715, 1855, 'A3BETRYEHTABOW'], dtype=object), array([592, 707, 1537, 'ATIGCUKIPNWG0'], dtype=object), array([594, 709, 1455, 'A1TK0ZMZ571GG0'], dtype=object), array([598, 713, 1377, 'ATRF28UBVVCWE'], dtype=object), array([598, 713, 0, 'A32NWSI7SGQSFW'], dtype=object), array([596, 709, 1319, 'ATV6ICKU8U99L'], dtype=object), array([602, 711, 946, 'ASI6KXF2GAUTQ'], dtype=object), array([596, 705, 0, 'A1WAGM4T963MTF'], dtype=object), array([596, 707, 2170, 'A2QNHQ8QKKX576'], dtype=object), array([602, 707, 2412, 'A2D7SD76AM3Y9C'], dtype=object), array([598, 705, 1326, 'A2QPTOUZV7I1A5'], dtype=object), array([594, 709, 2940, 'A33AJDI02B9WQ1'], dtype=object), array([596, 711, 953, 'A301X9EE0SXTYL'], dtype=object), array([598, 707, 1931, 'A13YH9YNHZXBJE'], dtype=object), array([596, 711, 1625, 'A3SLBRRH6YEVCB'], dtype=object), array([598, 709, 761, 'AW5CAVAQBYOLE'], dtype=object), array([598, 713, 5052, 'A3B466VOJ28ZF7'], dtype=object), array([596, 711, 1721, 'A1N4TYRLJ26DB9'], dtype=object), array([596, 709, 2434, 'A2Z8V601LQT1KU'], dtype=object), array([598, 705, 2114, 'A3IR0O0RKEJKY'], dtype=object), array([596, 700, 872, 'A24H9XZ7OE8WMW'], dtype=object), array([592, 709, 1560, 'A352XA3KA1Y1A4'], dtype=object)]"
12,190,260,"[array([186, 260, 1020, 'A1QXQTNF8CCL6C'], dtype=object), array([186, 256, 906, 'A3BETRYEHTABOW'], dtype=object), array([193, 256, 1040, 'ATIGCUKIPNWG0'], dtype=object), array([186, 262, 734, 'A1TK0ZMZ571GG0'], dtype=object), array([184, 264, 1459, 'ATRF28UBVVCWE'], dtype=object), array([193, 262, 1333, 'A32NWSI7SGQSFW'], dtype=object), array([190, 260, 862, 'ATV6ICKU8U99L'], dtype=object), array([188, 256, 888, 'ASI6KXF2GAUTQ'], dtype=object), array([199, 264, 562, 'A1WAGM4T963MTF'], dtype=object), array([188, 260, 1663, 'A2QNHQ8QKKX576'], dtype=object), array([188, 260, 1989, 'A2D7SD76AM3Y9C'], dtype=object), array([188, 256, 1582, 'A2QPTOUZV7I1A5'], dtype=object), array([186, 260, 0, 'A33AJDI02B9WQ1'], dtype=object), array([205, 262, 516, 'A301X9EE0SXTYL'], dtype=object), array([190, 256, 783, 'A13YH9YNHZXBJE'], dtype=object), array([186, 260, 1272, 'A3SLBRRH6YEVCB'], dtype=object), array([190, 256, 1143, 'AW5CAVAQBYOLE'], dtype=object), array([188, 260, 5824, 'A3B466VOJ28ZF7'], dtype=object), array([186, 260, 1528, 'A1N4TYRLJ26DB9'], dtype=object), array([188, 264, 5644, 'A2Z8V601LQT1KU'], dtype=object), array([193, 258, 4700, 'A3IR0O0RKEJKY'], dtype=object), array([186, 252, 755, 'A24H9XZ7OE8WMW'], dtype=object), array([188, 254, 5848, 'A352XA3KA1Y1A4'], dtype=object)]"
13,209,881,"[array([205, 872, 910, 'A3BETRYEHTABOW'], dtype=object), array([201, 885, 841, 'ATIGCUKIPNWG0'], dtype=object), array([203, 879, 1209, 'A1TK0ZMZ571GG0'], dtype=object), array([209, 883, 1332, 'ATRF28UBVVCWE'], dtype=object), array([205, 879, 1784, 'A32NWSI7SGQSFW'], dtype=object), array([213, 889, 689, 'ATV6ICKU8U99L'], dtype=object), array([209, 881, 880, 'ASI6KXF2GAUTQ'], dtype=object), array([213, 879, 1400, 'A2QNHQ8QKKX576'], dtype=object), array([203, 872, 5419, 'A2D7SD76AM3Y9C'], dtype=object), array([213, 883, 1929, 'A33AJDI02B9WQ1'], dtype=object), array([211, 881, 1554, 'A13YH9YNHZXBJE'], dtype=object), array([205, 887, 1216, 'A3SLBRRH6YEVCB'], dtype=object), array([205, 891, 13340, 'A3B466VOJ28ZF7'], dtype=object), array([207, 879, 1828, 'A2Z8V601LQT1KU'], dtype=object)]"
14,836,721,"[array([831, 721, 1091, 'A1QXQTNF8CCL6C'], dtype=object), array([836, 713, 1355, 'A3BETRYEHTABOW'], dtype=object), array([838, 715, 1016, 'ATIGCUKIPNWG0'], dtype=object), array([834, 719, 1695, 'A1TK0ZMZ571GG0'], dtype=object), array([836, 725, 1064, 'ATRF28UBVVCWE'], dtype=object), array([836, 729, 6117, 'A32NWSI7SGQSFW'], dtype=object), array([838, 723, 1133, 'ATV6ICKU8U99L'], dtype=object), array([836, 721, 1017, 'ASI6KXF2GAUTQ'], dtype=object), array([838, 727, 450, 'A1WAGM4T963MTF'], dtype=object), array([836, 719, 1459, 'A2QNHQ8QKKX576'], dtype=object), array([842, 721, 1499, 'A2D7SD76AM3Y9C'], dtype=object), array([838, 713, 1232, 'A2QPTOUZV7I1A5'], dtype=object), array([838, 723, 1913, 'A33AJDI02B9WQ1'], dtype=object), array([840, 721, 993, 'A301X9EE0SXTYL'], dtype=object), array([836, 725, 1382, 'A13YH9YNHZXBJE'], dtype=object), array([840, 721, 830, 'A3SLBRRH6YEVCB'], dtype=object), array([831, 729, 1797, 'AW5CAVAQBYOLE'], dtype=object), array([836, 717, 3984, 'A3B466VOJ28ZF7'], dtype=object), array([840, 721, 1390, 'A1N4TYRLJ26DB9'], dtype=object), array([838, 719, 3277, 'A2Z8V601LQT1KU'], dtype=object), array([838, 717, 3348, 'A3IR0O0RKEJKY'], dtype=object), array([825, 717, 689, 'A24H9XZ7OE8WMW'], dtype=object), array([836, 713, 13852, 'A352XA3KA1Y1A4'], dtype=object)]"
15,807,657,"[array([807, 657, 1039, 'A1QXQTNF8CCL6C'], dtype=object), array([801, 657, 841, 'A3BETRYEHTABOW'], dtype=object), array([805, 657, 1327, 'ATIGCUKIPNWG0'], dtype=object), array([809, 659, 1053, 'A1TK0ZMZ571GG0'], dtype=object), array([807, 657, 769, 'ASI6KXF2GAUTQ'], dtype=object), array([797, 657, 435, 'A1WAGM4T963MTF'], dtype=object), array([815, 653, 1467, 'A2QNHQ8QKKX576'], dtype=object), array([815, 655, 870, 'A2D7SD76AM3Y9C'], dtype=object), array([807, 659, 1661, 'A33AJDI02B9WQ1'], dtype=object), array([807, 657, 678, 'A301X9EE0SXTYL'], dtype=object), array([809, 659, 980, 'A13YH9YNHZXBJE'], dtype=object), array([807, 655, 1793, 'A1N4TYRLJ26DB9'], dtype=object), array([809, 659, 2123, 'A2Z8V601LQT1KU'], dtype=object), array([811, 653, 2763, 'A3IR0O0RKEJKY'], dtype=object), array([811, 657, 1824, 'A352XA3KA1Y1A4'], dtype=object)]"
16,932,512,"[array([934, 512, 0, 'A1QXQTNF8CCL6C'], dtype=object), array([934, 514, 1509, 'A3BETRYEHTABOW'], dtype=object), array([936, 514, 1230, 'ATIGCUKIPNWG0'], dtype=object), array([932, 508, 1015, 'A1TK0ZMZ571GG0'], dtype=object), array([932, 508, 1100, 'ATRF28UBVVCWE'], dtype=object), array([936, 514, 2034, 'A32NWSI7SGQSFW'], dtype=object), array([930, 510, 1266, 'ATV6ICKU8U99L'], dtype=object), array([932, 512, 1820, 'ASI6KXF2GAUTQ'], dtype=object), array([934, 514, 868, 'A1WAGM4T963MTF'], dtype=object), array([932, 510, 1880, 'A2QNHQ8QKKX576'], dtype=object), array([928, 502, 3350, 'A2D7SD76AM3Y9C'], dtype=object), array([938, 512, 2388, 'A2QPTOUZV7I1A5'], dtype=object), array([932, 512, 2359, 'A33AJDI02B9WQ1'], dtype=object), array([928, 514, 951, 'A301X9EE0SXTYL'], dtype=object), array([934, 508, 1305, 'A13YH9YNHZXBJE'], dtype=object), array([934, 508, 1961, 'A3SLBRRH6YEVCB'], dtype=object), array([928, 514, 1741, 'AW5CAVAQBYOLE'], dtype=object), array([932, 512, 2963, 'A3B466VOJ28ZF7'], dtype=object), array([932, 512, 2065, 'A1N4TYRLJ26DB9'], dtype=object), array([934, 514, 2141, 'A2Z8V601LQT1KU'], dtype=object), array([936, 510, 3374, 'A3IR0O0RKEJKY'], dtype=object), array([926, 516, 839, 'A24H9XZ7OE8WMW'], dtype=object), array([932, 510, 7008, 'A352XA3KA1Y1A4'], dtype=object)]"
17,838,635,"[array([831, 635, 1076, 'A3BETRYEHTABOW'], dtype=object), array([840, 637, 864, 'A1TK0ZMZ571GG0'], dtype=object), array([838, 633, 3618, 'A32NWSI7SGQSFW'], dtype=object), array([838, 629, 857, 'ASI6KXF2GAUTQ'], dtype=object), array([838, 635, 1872, 'A2QNHQ8QKKX576'], dtype=object), array([840, 637, 1564, 'A2QPTOUZV7I1A5'], dtype=object), array([840, 631, 722, 'A301X9EE0SXTYL'], dtype=object), array([838, 633, 635, 'AW5CAVAQBYOLE'], dtype=object), array([836, 635, 1944, 'A3B466VOJ28ZF7'], dtype=object), array([836, 635, 1836, 'A1N4TYRLJ26DB9'], dtype=object), array([840, 633, 6550, 'A3IR0O0RKEJKY'], dtype=object), array([846, 635, 751, 'A24H9XZ7OE8WMW'], dtype=object), array([836, 633, 450, 'ASY5AZCZEM04L'], dtype=object), array([840, 637, 3056, 'A352XA3KA1Y1A4'], dtype=object)]"
18,201,295,"[array([199, 295, 1212, 'A3BETRYEHTABOW'], dtype=object), array([203, 299, 1103, 'A1TK0ZMZ571GG0'], dtype=object), array([195, 303, 1673, 'ATRF28UBVVCWE'], dtype=object), array([201, 291, 1967, 'A32NWSI7SGQSFW'], dtype=object), array([199, 295, 729, 'ATV6ICKU8U99L'], dtype=object), array([203, 297, 460, 'A1WAGM4T963MTF'], dtype=object), array([201, 295, 1385, 'A2QNHQ8QKKX576'], dtype=object), array([203, 293, 3823, 'A33AJDI02B9WQ1'], dtype=object), array([205, 295, 412, 'A301X9EE0SXTYL'], dtype=object), array([207, 299, 760, 'A13YH9YNHZXBJE'], dtype=object), array([199, 297, 568, 'A3SLBRRH6YEVCB'], dtype=object), array([199, 297, 631, 'AW5CAVAQBYOLE'], dtype=object), array([203, 295, 2084, 'A3B466VOJ28ZF7'], dtype=object), array([199, 297, 2705, 'A2Z8V601LQT1KU'], dtype=object), array([209, 295, 578, 'A24H9XZ7OE8WMW'], dtype=object), array([201, 295, 666, 'A352XA3KA1Y1A4'], dtype=object)]"
19,137,242,"[array([139, 248, 1122, 'A1QXQTNF8CCL6C'], dtype=object), array([145, 242, 1068, 'ATIGCUKIPNWG0'], dtype=object), array([143, 244, 2053, 'A32NWSI7SGQSFW'], dtype=object), array([139, 233, 828, 'ASI6KXF2GAUTQ'], dtype=object), array([133, 236, 779, 'A1WAGM4T963MTF'], dtype=object), array([141, 240, 1356, 'A2QNHQ8QKKX576'], dtype=object), array([137, 242, 2314, 'A2D7SD76AM3Y9C'], dtype=object), array([141, 240, 3464, 'A33AJDI02B9WQ1'], dtype=object), array([137, 236, 1162, 'A13YH9YNHZXBJE'], dtype=object), array([135, 242, 2384, 'A3SLBRRH6YEVCB'], dtype=object), array([141, 240, 721, 'AW5CAVAQBYOLE'], dtype=object), array([133, 246, 5177, 'A3B466VOJ28ZF7'], dtype=object), array([141, 242, 2146, 'A2Z8V601LQT1KU'], dtype=object), array([137, 238, 865, 'A24H9XZ7OE8WMW'], dtype=object)]"
20,774,829,"[array([778, 827, 1029, 'A1QXQTNF8CCL6C'], dtype=object), array([772, 831, 1286, 'A3BETRYEHTABOW'], dtype=object), array([776, 827, 753, 'ATIGCUKIPNWG0'], dtype=object), array([770, 831, 0, 'ATRF28UBVVCWE'], dtype=object), array([770, 831, 1319, 'A32NWSI7SGQSFW'], dtype=object), array([774, 829, 1226, 'A2D7SD76AM3Y9C'], dtype=object), array([778, 829, 3694, 'A33AJDI02B9WQ1'], dtype=object), array([776, 829, 784, 'A3SLBRRH6YEVCB'], dtype=object), array([774, 831, 3125, 'A3B466VOJ28ZF7'], dtype=object), array([776, 829, 807, 'A24H9XZ7OE8WMW'], dtype=object), array([772, 825, 1280, 'A352XA3KA1Y1A4'], dtype=object)]"
21,776,823,"[array([778, 823, 744, 'A1TK0ZMZ571GG0'], dtype=object), array([778, 825, 810, 'ATV6ICKU8U99L'], dtype=object), array([778, 825, 746, 'ASI6KXF2GAUTQ'], dtype=object), array([780, 823, 533, 'A1WAGM4T963MTF'], dtype=object), array([776, 825, 1959, 'A2QNHQ8QKKX576'], dtype=object), array([776, 823, 1003, 'A2QPTOUZV7I1A5'], dtype=object), array([770, 823, 478, 'A301X9EE0SXTYL'], dtype=object), array([778, 827, 970, 'A13YH9YNHZXBJE'], dtype=object), array([776, 815, 640, 'AW5CAVAQBYOLE'], dtype=object), array([776, 825, 2095, 'A1N4TYRLJ26DB9'], dtype=object), array([774, 825, 2047, 'A2Z8V601LQT1KU'], dtype=object), array([778, 823, 2210, 'A3IR0O0RKEJKY'], dtype=object)]"
