0.704,0.484,0.237,0.352,0.269333333333,0.286285714286,0.2805,0.103111111111
0.808,0.602666666667,0.52,0.4736,0.317333333333,0.315428571429,0.1185,0.185777777778
0.91,0.765333333333,0.577,0.3432,0.169333333333,0.240571428571,0.257,0.366222222222
0.818,0.698666666667,0.415,0.3688,0.374,0.462285714286,0.2695,0.302666666667
0.918,0.697333333333,0.56,0.4584,0.435333333333,0.5,0.3475,0.307111111111
0.922,0.897333333333,0.785,0.5832,0.484666666667,0.572571428571,0.419,0.405777777778
0.948,0.76,0.639,0.7296,0.587333333333,0.674285714286,0.549,0.428444444444
0.95,0.950666666667,0.801,0.7768,0.708,0.801142857143,0.5745,0.484
0.934,0.948,0.773,0.876,0.752666666667,0.862285714286,0.7425,0.587555555556
0.96,0.968,0.742,0.8528,0.684,0.899428571429,0.709,0.601333333333
0.944,0.974666666667,0.873,0.8864,0.850666666667,0.921142857143,0.7665,0.769333333333
0.952,0.984,0.847,0.9056,0.912666666667,0.921142857143,0.8285,0.696444444444
0.984,0.990666666667,0.875,0.9656,0.86,0.946285714286,0.8735,0.759555555556
0.986,0.993333333333,0.935,0.9656,0.903333333333,0.956,0.891,0.810222222222
0.982,0.994666666667,0.938,0.9832,0.936,0.956,0.8965,0.834222222222
0.96,0.997333333333,0.963,0.988,0.952,0.961714285714,0.8975,0.883555555556
0.992,0.994666666667,0.953,0.9888,0.953333333333,0.969714285714,0.92,0.901777777778
0.994,0.997333333333,0.929,0.988,0.963333333333,0.972,0.9335,0.920444444444
0.994,0.998666666667,0.978,0.9936,0.968666666667,0.975428571429,0.9525,0.929333333333
0.992,0.998666666667,0.957,0.9864,0.968666666667,0.973714285714,0.9505,0.940888888889
0.99,0.998666666667,0.983,0.984,0.977333333333,0.976,0.9575,0.942666666667
0.998,1.0,0.974,0.988,0.970666666667,0.976571428571,0.968,0.948444444444
0.996,0.997333333333,None,None,None,None,0.9665,0.957333333333
None,None,None,None,None,None,None,None
