7.399999999999999911e-01,7.399999999999999911e-01,5.400000000000000355e-01,4.400000000000000022e-01,6.800000000000000488e-01,7.600000000000000089e-01,7.199999999999999734e-01,8.000000000000000444e-01,8.399999999999999689e-01,7.800000000000000266e-01
6.800000000000000488e-01,5.466666666666666341e-01,5.733333333333333615e-01,6.666666666666666297e-01,1.199999999999999956e-01,1.733333333333333393e-01,5.466666666666666341e-01,7.066666666666666652e-01,6.266666666666667052e-01,2.000000000000000111e-01
5.999999999999999778e-02,3.599999999999999867e-01,6.700000000000000400e-01,1.000000000000000021e-02,5.999999999999999778e-02,5.000000000000000278e-02,6.400000000000000133e-01,5.000000000000000278e-02,4.199999999999999845e-01,5.000000000000000278e-02
1.600000000000000033e-01,4.480000000000000093e-01,5.040000000000000036e-01,9.600000000000000200e-02,5.200000000000000178e-01,5.040000000000000036e-01,1.519999999999999962e-01,4.239999999999999880e-01,6.239999999999999991e-01,8.799999999999999489e-02
2.466666666666666730e-01,5.533333333333333437e-01,5.466666666666666341e-01,4.000000000000000083e-02,4.333333333333333481e-01,4.000000000000000083e-02,4.666666666666666741e-01,1.133333333333333276e-01,1.333333333333333315e-01,1.199999999999999956e-01
8.571428571428571508e-02,4.914285714285714368e-01,4.571428571428571286e-01,2.457142857142857184e-01,7.428571428571428825e-02,1.142857142857142821e-01,4.400000000000000022e-01,4.628571428571428559e-01,0.000000000000000000e+00,4.914285714285714368e-01
4.600000000000000200e-01,1.150000000000000050e-01,4.799999999999999822e-01,5.000000000000000104e-03,1.000000000000000021e-02,2.250000000000000056e-01,5.600000000000000533e-01,4.600000000000000200e-01,5.000000000000000104e-03,4.849999999999999867e-01
1.244444444444444409e-01,2.711111111111111360e-01,1.777777777777777776e-02,8.888888888888888881e-03,1.555555555555555580e-01,8.000000000000000167e-02,1.955555555555555658e-01,1.244444444444444409e-01,2.222222222222222307e-02,3.111111111111111022e-02
9.399999999999999467e-01,9.200000000000000400e-01,9.200000000000000400e-01,8.399999999999999689e-01,2.000000000000000111e-01,9.200000000000000400e-01,9.000000000000000222e-01,8.399999999999999689e-01,7.600000000000000089e-01,8.399999999999999689e-01
7.066666666666666652e-01,1.333333333333333315e-01,8.399999999999999689e-01,4.666666666666666741e-01,8.933333333333333126e-01,2.266666666666666552e-01,2.666666666666666630e-01,9.066666666666666208e-01,7.333333333333332815e-01,8.533333333333333881e-01
6.600000000000000311e-01,1.300000000000000044e-01,2.000000000000000042e-02,7.299999999999999822e-01,5.799999999999999600e-01,6.300000000000000044e-01,6.700000000000000400e-01,6.199999999999999956e-01,7.099999999999999645e-01,4.500000000000000111e-01
1.600000000000000033e-01,7.119999999999999662e-01,6.959999999999999520e-01,5.919999999999999707e-01,1.199999999999999956e-01,9.600000000000000200e-02,6.560000000000000275e-01,4.159999999999999809e-01,5.999999999999999778e-01,6.879999999999999449e-01
1.600000000000000033e-01,4.799999999999999822e-01,1.333333333333333315e-01,2.666666666666666630e-01,6.266666666666667052e-01,3.266666666666666607e-01,6.933333333333333570e-01,2.533333333333333548e-01,8.000000000000000167e-02,1.533333333333333215e-01
