0.676,0.476,0.222,0.3328,0.244666666667,0.250857142857,0.241,0.084
0.772,0.586666666667,0.485,0.4448,0.286666666667,0.278857142857,0.103,0.156
0.87,0.741333333333,0.536,0.3184,0.16,0.206285714286,0.222,0.304888888889
0.784,0.681333333333,0.377,0.3424,0.34,0.402857142857,0.2305,0.252888888889
0.88,0.676,0.511,0.424,0.393333333333,0.435428571429,0.291,0.259555555556
0.882,0.866666666667,0.713,0.532,0.438666666667,0.491428571429,0.3635,0.335555555556
0.908,0.737333333333,0.577,0.6648,0.526666666667,0.576571428571,0.4675,0.341333333333
0.91,0.921333333333,0.724,0.708,0.626,0.686857142857,0.492,0.396888888889
0.894,0.921333333333,0.696,0.7936,0.676666666667,0.742857142857,0.624,0.483111111111
0.92,0.937333333333,0.663,0.7736,0.596666666667,0.776,0.6,0.489777777778
0.906,0.942666666667,0.783,0.7992,0.758,0.793142857143,0.6565,0.627555555556
0.912,0.953333333333,0.761,0.8208,0.812,0.799428571429,0.7,0.563111111111
0.944,0.958666666667,0.787,0.872,0.765333333333,0.822285714286,0.738,0.614666666667
0.948,0.965333333333,0.844,0.876,0.802,0.831428571429,0.7515,0.663111111111
0.942,0.968,0.848,0.888,0.837333333333,0.841714285714,0.761,0.685333333333
0.92,0.970666666667,0.876,0.9,0.857333333333,0.843428571429,0.765,0.724888888889
0.952,0.968,0.864,0.9016,0.856,0.857142857143,0.7815,0.745333333333
0.954,0.970666666667,0.847,0.9,0.869333333333,0.853142857143,0.7935,0.764444444444
0.954,0.972,0.892,0.9048,0.876,0.861142857143,0.81,0.771111111111
0.952,0.972,0.873,0.9024,0.878,0.864,0.812,0.784
0.952,0.972,0.901,0.9072,0.885333333333,0.865142857143,0.816,0.787111111111
0.958,0.973333333333,0.895,0.9096,0.882666666667,0.867428571429,0.827,0.795111111111
0.956,0.970666666667,None,None,None,None,0.8275,0.798666666667
None,None,None,None,None,None,None,None
