col,row,snr
7.600000000000000000e+01,1.920000000000000000e+02,1.354372228723753224e+01
2.300000000000000000e+01,1.740000000000000000e+02,1.376477599770345428e+01
2.900000000000000000e+01,4.300000000000000000e+01,1.206104874337234278e+01
2.360000000000000000e+02,5.000000000000000000e+01,1.182414662372594982e+01
2.800000000000000000e+02,6.500000000000000000e+01,1.015445204330367979e+01
3.000000000000000000e+01,1.500000000000000000e+02,1.131909158687878403e+01
6.100000000000000000e+01,1.900000000000000000e+02,1.217179127374952152e+01
2.880000000000000000e+02,7.800000000000000000e+01,1.076748052410606427e+01
2.900000000000000000e+01,1.240000000000000000e+02,1.355483054280737321e+01
2.890000000000000000e+02,1.700000000000000000e+01,1.196928459926347443e+01
2.560000000000000000e+02,5.600000000000000000e+01,1.182217672915269446e+01
5.000000000000000000e+01,5.700000000000000000e+01,1.293899385804892077e+01
1.970000000000000000e+02,1.070000000000000000e+02,1.170848182545253913e+01
6.800000000000000000e+01,1.440000000000000000e+02,1.301287277458546399e+01
7.100000000000000000e+01,1.210000000000000000e+02,1.209814634982177850e+01
1.980000000000000000e+02,5.600000000000000000e+01,1.124335204161938506e+01
2.090000000000000000e+02,6.200000000000000000e+01,1.205861931210404414e+01
6.600000000000000000e+01,7.600000000000000000e+01,1.199947636688985675e+01
6.000000000000000000e+01,4.500000000000000000e+01,1.181604663107628816e+01
2.410000000000000000e+02,5.100000000000000000e+01,9.687153720404520385e+00
8.300000000000000000e+01,2.050000000000000000e+02,1.252468318071008291e+01
5.000000000000000000e+01,1.880000000000000000e+02,1.185977987914957232e+01
2.710000000000000000e+02,3.400000000000000000e+01,1.230107818296163913e+01
2.820000000000000000e+02,1.140000000000000000e+02,1.167267088034083145e+01
2.840000000000000000e+02,9.000000000000000000e+01,1.133619316706463032e+01
6.000000000000000000e+01,1.610000000000000000e+02,1.218239448645364043e+01
1.300000000000000000e+01,1.350000000000000000e+02,1.362047526016672450e+01
2.420000000000000000e+02,1.300000000000000000e+02,1.213563163562752933e+01
2.120000000000000000e+02,7.500000000000000000e+01,1.276541174295502756e+01
2.180000000000000000e+02,1.270000000000000000e+02,1.008923358666135961e+01
2.470000000000000000e+02,7.800000000000000000e+01,1.273530415498454005e+01
2.680000000000000000e+02,1.700000000000000000e+01,1.082861787506138285e+01
2.200000000000000000e+01,1.480000000000000000e+02,1.400841679766367598e+01
2.730000000000000000e+02,2.200000000000000000e+01,1.140728645626063198e+01
1.580000000000000000e+02,1.090000000000000000e+02,1.280518032176691356e+01
2.540000000000000000e+02,1.440000000000000000e+02,1.310083846754917047e+01
2.530000000000000000e+02,3.400000000000000000e+01,1.343690527188894634e+01
1.680000000000000000e+02,1.060000000000000000e+02,1.154148338374851512e+01
2.110000000000000000e+02,8.300000000000000000e+01,1.109033023740644275e+01
1.900000000000000000e+01,1.780000000000000000e+02,1.406817945242791090e+01
2.110000000000000000e+02,8.300000000000000000e+01,1.371808422609094080e+01
2.610000000000000000e+02,7.700000000000000000e+01,1.168748873360328666e+01
1.600000000000000000e+01,1.360000000000000000e+02,1.297755614682728798e+01
2.360000000000000000e+02,4.500000000000000000e+01,1.003468017020813008e+01
6.300000000000000000e+01,1.450000000000000000e+02,1.354049238618398299e+01
3.800000000000000000e+01,1.520000000000000000e+02,1.061830780418445741e+01
2.090000000000000000e+02,7.100000000000000000e+01,1.242219145776945766e+01
4.800000000000000000e+01,1.700000000000000000e+02,1.175181044063043956e+01
2.320000000000000000e+02,3.300000000000000000e+01,1.178765453270919750e+01
2.550000000000000000e+02,4.900000000000000000e+01,1.335785192944549138e+01
