2.03E+02,1.44E+02
1.96E+02,1.17E+02
2.18E+02,1.02E+02
1.86E+02,1.03E+02
5.00E+00,2.03E+02
2.40E+02,1.16E+02
2.82E+02,6.50E+01
2.83E+02,6.50E+01
2.10E+02,8.90E+01
3.90E+01,1.80E+02
2.55E+02,4.80E+01
1.60E+02,1.08E+02
1.92E+02,2.60E+01
1.88E+02,3.00E+01
2.82E+02,4.10E+01
1.63E+02,1.08E+02
1.60E+02,1.09E+02
2.16E+02,3.50E+01
1.73E+02,6.30E+01
2.45E+02,1.46E+02
1.78E+02,7.30E+01
8.60E+01,1.93E+02
4.00E+01,4.70E+01
2.59E+02,4.80E+01
4.60E+01,1.67E+02
3.20E+01,7.70E+01
1.91E+02,3.00E+01
1.57E+02,1.29E+02
2.30E+02,9.90E+01
2.21E+02,1.05E+02
2.05E+02,8.00E+01
3.80E+01,2.60E+01
7.20E+01,2.19E+02
9.10E+01,1.93E+02
1.54E+02,8.20E+01
3.70E+01,5.90E+01
5.60E+01,6.00E+01
2.34E+02,9.80E+01
5.00E+01,1.36E+02
8.80E+01,2.05E+02
5.20E+01,1.38E+02
1.75E+02,2.02E+02
2.81E+02,4.10E+01
2.04E+02,1.43E+02
2.29E+02,1.21E+02
2.08E+02,2.10E+01
1.41E+02,8.90E+01
1.84E+02,1.05E+02
1.93E+02,1.19E+02
1.95E+02,1.81E+02
8.10E+01,1.92E+02
6.90E+01,4.00E+01
1.00E+01,2.02E+02
1.13E+02,1.12E+02
2.45E+02,1.49E+02
4.20E+01,1.84E+02
2.30E+02,9.80E+01
1.59E+02,1.29E+02
2.06E+02,1.47E+02
2.60E+01,2.80E+01
2.90E+01,3.10E+01
1.74E+02,2.04E+02
1.56E+02,8.00E+01
1.56E+02,8.20E+01
2.49E+02,1.47E+02
3.10E+01,7.70E+01
7.10E+01,4.20E+01
2.14E+02,3.60E+01
2.15E+02,1.41E+02
1.95E+02,1.79E+02
2.80E+02,1.39E+02
2.83E+02,3.60E+01
2.13E+02,9.20E+01
8.40E+01,9.10E+01
1.61E+02,1.04E+02
7.20E+01,2.18E+02
5.40E+01,6.10E+01
2.08E+02,2.00E+01
1.16E+02,1.10E+02
3.90E+01,3.10E+01
1.77E+02,6.30E+01
1.78E+02,2.05E+02
1.76E+02,1.99E+02
4.70E+01,1.63E+02
2.77E+02,1.37E+02
2.11E+02,9.50E+01
2.23E+02,1.06E+02
8.30E+01,9.60E+01
1.85E+02,1.05E+02
1.43E+02,9.30E+01
2.38E+02,1.18E+02
3.60E+01,2.50E+01
2.13E+02,9.20E+01
6.70E+01,1.87E+02
7.00E+01,1.84E+02
1.86E+02,6.70E+01
2.27E+02,1.24E+02
3.40E+01,2.50E+01
2.19E+02,1.44E+02
1.82E+02,7.00E+01
